68034 silly lifecycle color-string@0.3.0~preinstall: no script for preinstall, continuing
76933 verbose linkMans pngquant-bin@3.1.0
76934 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/pngquant is being purged
76935 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/pngquant
76936 silly build imagemin-pngquant@4.2.2
76937 info linkStuff imagemin-pngquant@4.2.2
76938 silly linkStuff imagemin-pngquant@4.2.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76939 verbose linkBins imagemin-pngquant@4.2.2
76940 verbose linkMans imagemin-pngquant@4.2.2
76941 silly build optipng-bin@3.1.0
76942 info linkStuff optipng-bin@3.1.0
76943 silly linkStuff optipng-bin@3.1.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76944 verbose linkBins optipng-bin@3.1.0
76945 verbose link bins [ { optipng: 'cli.js' },
76945 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/.bin',
76945 verbose link bins   false ]
76946 verbose linkMans optipng-bin@3.1.0
76947 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/optipng is being purged
76948 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/optipng
76949 silly build imagemin-optipng@4.3.0
76950 info linkStuff imagemin-optipng@4.3.0
76951 silly linkStuff imagemin-optipng@4.3.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76952 verbose linkBins imagemin-optipng@4.3.0
76953 verbose linkMans imagemin-optipng@4.3.0
76954 silly build jpegtran-bin@3.0.6
76955 info linkStuff jpegtran-bin@3.0.6
76956 silly linkStuff jpegtran-bin@3.0.6 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76957 verbose linkBins jpegtran-bin@3.0.6
76958 verbose link bins [ { jpegtran: 'cli.js' },
76958 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/.bin',
76958 verbose link bins   false ]
76959 verbose linkMans jpegtran-bin@3.0.6
76960 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/jpegtran is being purged
76961 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/jpegtran
76962 silly build imagemin-jpegtran@4.3.2
76963 info linkStuff imagemin-jpegtran@4.3.2
76964 silly linkStuff imagemin-jpegtran@4.3.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76965 verbose linkBins imagemin-jpegtran@4.3.2
76966 verbose linkMans imagemin-jpegtran@4.3.2
76967 silly build gifsicle@3.0.3
76968 info linkStuff gifsicle@3.0.3
76969 silly linkStuff gifsicle@3.0.3 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76970 verbose linkBins gifsicle@3.0.3
76971 verbose link bins [ { gifsicle: 'cli.js' },
76971 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/.bin',
76971 verbose link bins   false ]
76972 verbose linkMans gifsicle@3.0.3
76973 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/gifsicle is being purged
76974 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/gifsicle
76975 silly build imagemin-gifsicle@4.2.0
76976 info linkStuff imagemin-gifsicle@4.2.0
76977 silly linkStuff imagemin-gifsicle@4.2.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76978 verbose linkBins imagemin-gifsicle@4.2.0
76979 verbose linkMans imagemin-gifsicle@4.2.0
76980 silly build imagemin@4.0.0
76981 info linkStuff imagemin@4.0.0
76982 silly linkStuff imagemin@4.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76983 verbose linkBins imagemin@4.0.0
76984 verbose linkMans imagemin@4.0.0
76985 silly build gulp-imagemin@2.4.0
76986 info linkStuff gulp-imagemin@2.4.0
76987 silly linkStuff gulp-imagemin@2.4.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76988 verbose linkBins gulp-imagemin@2.4.0
76989 verbose linkMans gulp-imagemin@2.4.0
76990 silly build cwebp-bin@3.1.0
76991 info linkStuff cwebp-bin@3.1.0
76992 silly linkStuff cwebp-bin@3.1.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
76993 verbose linkBins cwebp-bin@3.1.0
76994 verbose link bins [ { cwebp: 'cli.js' },
76994 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/.bin',
76994 verbose link bins   false ]
76995 verbose linkMans cwebp-bin@3.1.0
76996 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/cwebp is being purged
76997 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/cwebp
76998 silly build imagemin-webp@3.1.1
76999 info linkStuff imagemin-webp@3.1.1
77000 silly linkStuff imagemin-webp@3.1.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77001 verbose linkBins imagemin-webp@3.1.1
77002 verbose linkMans imagemin-webp@3.1.1
77003 silly build gulp-webp@2.3.0
77004 info linkStuff gulp-webp@2.3.0
77005 silly linkStuff gulp-webp@2.3.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77006 verbose linkBins gulp-webp@2.3.0
77007 verbose linkMans gulp-webp@2.3.0
77008 silly build yazl@2.3.0
77009 info linkStuff yazl@2.3.0
77010 silly linkStuff yazl@2.3.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77011 verbose linkBins yazl@2.3.0
77012 verbose linkMans yazl@2.3.0
77013 silly build gulp-zip@3.2.0
77014 info linkStuff gulp-zip@3.2.0
77015 silly linkStuff gulp-zip@3.2.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77016 verbose linkBins gulp-zip@3.2.0
77017 verbose linkMans gulp-zip@3.2.0
77018 silly build yeast@0.1.2
77019 info linkStuff yeast@0.1.2
77020 silly linkStuff yeast@0.1.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77021 verbose linkBins yeast@0.1.2
77022 verbose linkMans yeast@0.1.2
77023 silly build engine.io-client@1.6.8
77024 info linkStuff engine.io-client@1.6.8
77025 silly linkStuff engine.io-client@1.6.8 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77026 verbose linkBins engine.io-client@1.6.8
77027 verbose linkMans engine.io-client@1.6.8
77028 silly build socket.io-client@1.4.5
77029 info linkStuff socket.io-client@1.4.5
77030 silly linkStuff socket.io-client@1.4.5 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77031 verbose linkBins socket.io-client@1.4.5
77032 verbose linkMans socket.io-client@1.4.5
77033 silly build socket.io@1.4.5
77034 info linkStuff socket.io@1.4.5
77035 silly linkStuff socket.io@1.4.5 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77036 verbose linkBins socket.io@1.4.5
77037 verbose linkMans socket.io@1.4.5
77038 silly build browser-sync@2.6.11
77039 info linkStuff browser-sync@2.6.11
77040 silly linkStuff browser-sync@2.6.11 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
77041 verbose linkBins browser-sync@2.6.11
77042 verbose link bins [ { 'browser-sync': 'bin/browser-sync.js' },
77042 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/.bin',
77042 verbose link bins   false ]
77043 verbose linkMans browser-sync@2.6.11
77044 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/browser-sync is being purged
77045 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/.bin/browser-sync
77046 silly doSerial global-link 0
77047 silly doParallel update-linked 0
77048 silly doSerial install 1243
77049 silly install abbrev@1.0.7 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/abbrev-aef39196
77050 info lifecycle abbrev@1.0.7~install: abbrev@1.0.7
77051 silly lifecycle abbrev@1.0.7~install: no script for install, continuing
77052 silly install semver@4.3.6 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/semver-59d9e0d9
77053 info lifecycle semver@4.3.6~install: semver@4.3.6
77054 silly lifecycle semver@4.3.6~install: no script for install, continuing
77055 silly install after@0.8.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/after-ae4ade19
77056 info lifecycle after@0.8.1~install: after@0.8.1
77057 silly lifecycle after@0.8.1~install: no script for install, continuing
77058 silly install amdefine@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/amdefine-c04f2cbd
77059 info lifecycle amdefine@1.0.0~install: amdefine@1.0.0
77060 silly lifecycle amdefine@1.0.0~install: no script for install, continuing
77061 silly install ansi@0.3.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ansi-368bc339
77062 info lifecycle ansi@0.3.1~install: ansi@0.3.1
77063 silly lifecycle ansi@0.3.1~install: no script for install, continuing
77064 silly install ansi-regex@2.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ansi-regex-f47aea7d
77065 info lifecycle ansi-regex@2.0.0~install: ansi-regex@2.0.0
77066 silly lifecycle ansi-regex@2.0.0~install: no script for install, continuing
77067 silly install ansi-styles@2.2.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ansi-styles-b1a952ca
77068 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
77069 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
77070 silly install archy@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/archy-1922e941
77071 info lifecycle archy@1.0.0~install: archy@1.0.0
77072 silly lifecycle archy@1.0.0~install: no script for install, continuing
77073 silly install arr-flatten@1.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/arr-flatten-834a199f
77074 info lifecycle arr-flatten@1.0.1~install: arr-flatten@1.0.1
77075 silly lifecycle arr-flatten@1.0.1~install: no script for install, continuing
77076 silly install arr-diff@2.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/arr-diff-b9aee303
77077 info lifecycle arr-diff@2.0.0~install: arr-diff@2.0.0
77078 silly lifecycle arr-diff@2.0.0~install: no script for install, continuing
77079 silly install array-differ@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/array-differ-407ff715
77080 info lifecycle array-differ@1.0.0~install: array-differ@1.0.0
77081 silly lifecycle array-differ@1.0.0~install: no script for install, continuing
77082 silly install array-find-index@1.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/array-find-index-d87502f1
77083 info lifecycle array-find-index@1.0.1~install: array-find-index@1.0.1
77084 silly lifecycle array-find-index@1.0.1~install: no script for install, continuing
77085 silly install array-uniq@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/array-uniq-a4fc90a6
77086 info lifecycle array-uniq@1.0.2~install: array-uniq@1.0.2
77087 silly lifecycle array-uniq@1.0.2~install: no script for install, continuing
77088 silly install array-union@1.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/array-union-0b29e600
77089 info lifecycle array-union@1.0.1~install: array-union@1.0.1
77090 silly lifecycle array-union@1.0.1~install: no script for install, continuing
77091 silly install array-unique@0.2.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/array-unique-fcd07957
77092 info lifecycle array-unique@0.2.1~install: array-unique@0.2.1
77093 silly lifecycle array-unique@0.2.1~install: no script for install, continuing
77094 silly install arraybuffer.slice@0.0.6 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/arraybuffer.slice-4253ad8d
77095 info lifecycle arraybuffer.slice@0.0.6~install: arraybuffer.slice@0.0.6
77096 silly lifecycle arraybuffer.slice@0.0.6~install: no script for install, continuing
77097 silly install arrify@1.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/arrify-06baba05
77098 info lifecycle arrify@1.0.1~install: arrify@1.0.1
77099 silly lifecycle arrify@1.0.1~install: no script for install, continuing
77100 silly install asap@2.0.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/asap-73a812f8
77101 info lifecycle asap@2.0.3~install: asap@2.0.3
77102 silly lifecycle asap@2.0.3~install: no script for install, continuing
77103 silly install asn1@0.1.11 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/asn1-daa1e4cb
77104 info lifecycle asn1@0.1.11~install: asn1@0.1.11
77105 silly lifecycle asn1@0.1.11~install: no script for install, continuing
77106 silly install assert-plus@0.1.5 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/assert-plus-2772378b
77107 info lifecycle assert-plus@0.1.5~install: assert-plus@0.1.5
77108 silly lifecycle assert-plus@0.1.5~install: no script for install, continuing
77109 silly install async@0.9.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/async-2194fead
77110 info lifecycle async@0.9.2~install: async@0.9.2
77111 silly lifecycle async@0.9.2~install: no script for install, continuing
77112 silly install async-each@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/async-each-1626c10b
77113 info lifecycle async-each@1.0.0~install: async-each@1.0.0
77114 silly lifecycle async-each@1.0.0~install: no script for install, continuing
77115 silly install async-each-series@0.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/async-each-series-fb67af6d
77116 info lifecycle async-each-series@0.1.1~install: async-each-series@0.1.1
77117 silly lifecycle async-each-series@0.1.1~install: no script for install, continuing
77118 silly install aws-sign2@0.6.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/aws-sign2-5d33711c
77119 info lifecycle aws-sign2@0.6.0~install: aws-sign2@0.6.0
77120 silly lifecycle aws-sign2@0.6.0~install: no script for install, continuing
77121 silly install backo2@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/backo2-46f6d5f7
77122 info lifecycle backo2@1.0.2~install: backo2@1.0.2
77123 silly lifecycle backo2@1.0.2~install: no script for install, continuing
77124 silly install balanced-match@0.3.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/balanced-match-9ad669b3
77125 info lifecycle balanced-match@0.3.0~install: balanced-match@0.3.0
77126 silly lifecycle balanced-match@0.3.0~install: no script for install, continuing
77127 silly install base64-arraybuffer@0.1.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/base64-arraybuffer-63ab9bc4
77128 info lifecycle base64-arraybuffer@0.1.2~install: base64-arraybuffer@0.1.2
77129 silly lifecycle base64-arraybuffer@0.1.2~install: no script for install, continuing
77130 silly install base64id@0.1.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/base64id-ab3045e6
77131 info lifecycle base64id@0.1.0~install: base64id@0.1.0
77132 silly lifecycle base64id@0.1.0~install: no script for install, continuing
77133 silly install batch@0.5.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/batch-9502b499
77134 info lifecycle batch@0.5.3~install: batch@0.5.3
77135 silly lifecycle batch@0.5.3~install: no script for install, continuing
77136 silly install beeper@1.1.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/beeper-128e2b4d
77137 info lifecycle beeper@1.1.0~install: beeper@1.1.0
77138 silly lifecycle beeper@1.1.0~install: no script for install, continuing
77139 silly install benchmark@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/benchmark-aed01822
77140 info lifecycle benchmark@1.0.0~install: benchmark@1.0.0
77141 silly lifecycle benchmark@1.0.0~install: no script for install, continuing
77142 silly install bin-pack@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/bin-pack-422d251f
77143 info lifecycle bin-pack@1.0.2~install: bin-pack@1.0.2
77144 silly lifecycle bin-pack@1.0.2~install: no script for install, continuing
77145 silly install semver@4.3.6 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/semver-5d80a999
77146 info lifecycle semver@4.3.6~install: semver@4.3.6
77147 silly lifecycle semver@4.3.6~install: no script for install, continuing
77148 silly install binary-extensions@1.4.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/binary-extensions-3c9f8fb2
77149 info lifecycle binary-extensions@1.4.0~install: binary-extensions@1.4.0
77150 silly lifecycle binary-extensions@1.4.0~install: no script for install, continuing
77151 silly install binaryextensions@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/binaryextensions-63c1ec4a
77152 info lifecycle binaryextensions@1.0.0~install: binaryextensions@1.0.0
77153 silly lifecycle binaryextensions@1.0.0~install: no script for install, continuing
77154 silly install blob@0.0.4 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/blob-e072188a
77155 info lifecycle blob@0.0.4~install: blob@0.0.4
77156 silly lifecycle blob@0.0.4~install: no script for install, continuing
77157 silly install buffer-crc32@0.2.5 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/buffer-crc32-ea8cec98
77158 info lifecycle buffer-crc32@0.2.5~install: buffer-crc32@0.2.5
77159 silly lifecycle buffer-crc32@0.2.5~install: no script for install, continuing
77160 silly install builtin-modules@1.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/builtin-modules-9668f661
77161 info lifecycle builtin-modules@1.1.1~install: builtin-modules@1.1.1
77162 silly lifecycle builtin-modules@1.1.1~install: no script for install, continuing
77163 silly install callsite@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/callsite-37e921ff
77164 info lifecycle callsite@1.0.0~install: callsite@1.0.0
77165 silly lifecycle callsite@1.0.0~install: no script for install, continuing
77166 silly install better-assert@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/better-assert-cb6f12dd
77167 info lifecycle better-assert@1.0.2~install: better-assert@1.0.2
77168 silly lifecycle better-assert@1.0.2~install: no script for install, continuing
77169 silly install camelcase@2.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/camelcase-4b4b9f9e
77170 info lifecycle camelcase@2.1.1~install: camelcase@2.1.1
77171 silly lifecycle camelcase@2.1.1~install: no script for install, continuing
77172 silly install capture-stack-trace@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/capture-stack-trace-a009a3e1
77173 info lifecycle capture-stack-trace@1.0.0~install: capture-stack-trace@1.0.0
77174 silly lifecycle capture-stack-trace@1.0.0~install: no script for install, continuing
77175 silly install caseless@0.11.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/caseless-dbee2cee
77176 info lifecycle caseless@0.11.0~install: caseless@0.11.0
77177 silly lifecycle caseless@0.11.0~install: no script for install, continuing
77178 silly install object-assign@3.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/object-assign-2cc2f467
77179 info lifecycle object-assign@3.0.0~install: object-assign@3.0.0
77180 silly lifecycle object-assign@3.0.0~install: no script for install, continuing
77181 silly install source-map@0.4.4 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/source-map-21e4c896
77182 info lifecycle source-map@0.4.4~install: source-map@0.4.4
77183 silly lifecycle source-map@0.4.4~install: no script for install, continuing
77184 silly install clone@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/clone-2981ee57
77185 info lifecycle clone@1.0.2~install: clone@1.0.2
77186 silly lifecycle clone@1.0.2~install: no script for install, continuing
77187 silly install clone-stats@0.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/clone-stats-806a96cd
77188 info lifecycle clone-stats@0.0.1~install: clone-stats@0.0.1
77189 silly lifecycle clone-stats@0.0.1~install: no script for install, continuing
77190 silly install co@3.1.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/co-e220022c
77191 info lifecycle co@3.1.0~install: co@3.1.0
77192 silly lifecycle co@3.1.0~install: no script for install, continuing
77193 silly install color-convert@0.5.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/color-convert-57c81e1c
77194 info lifecycle color-convert@0.5.3~install: color-convert@0.5.3
77195 silly lifecycle color-convert@0.5.3~install: no script for install, continuing
77196 silly install color-name@1.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/color-name-f6aed410
77197 info lifecycle color-name@1.1.1~install: color-name@1.1.1
77198 silly lifecycle color-name@1.1.1~install: no script for install, continuing
77199 silly install color-string@0.3.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/color-string-d4196843
77200 info lifecycle color-string@0.3.0~install: color-string@0.3.0
77201 silly lifecycle color-string@0.3.0~install: no script for install, continuing
77202 silly install color@0.8.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/color-72781ccc
77203 info lifecycle color@0.8.0~install: color@0.8.0
77204 silly lifecycle color@0.8.0~install: no script for install, continuing
77205 silly install colors@1.1.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/colors-464f080c
77206 info lifecycle colors@1.1.2~install: colors@1.1.2
77207 silly lifecycle colors@1.1.2~install: no script for install, continuing
77208 silly install component-bind@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/component-bind-98da19e2
77209 info lifecycle component-bind@1.0.0~install: component-bind@1.0.0
77210 silly lifecycle component-bind@1.0.0~install: no script for install, continuing
77211 silly install component-emitter@1.1.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/component-emitter-db577a9b
77212 info lifecycle component-emitter@1.1.2~install: component-emitter@1.1.2
77213 silly lifecycle component-emitter@1.1.2~install: no script for install, continuing
77214 silly install component-inherit@0.0.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/component-inherit-de0349bf
77215 info lifecycle component-inherit@0.0.3~install: component-inherit@0.0.3
77216 silly lifecycle component-inherit@0.0.3~install: no script for install, continuing
77217 silly install concat-map@0.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/concat-map-1758defe
77218 info lifecycle concat-map@0.0.1~install: concat-map@0.0.1
77219 silly lifecycle concat-map@0.0.1~install: no script for install, continuing
77220 silly install brace-expansion@1.1.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/brace-expansion-300c8050
77221 info lifecycle brace-expansion@1.1.3~install: brace-expansion@1.1.3
77222 silly lifecycle brace-expansion@1.1.3~install: no script for install, continuing
77223 silly install connect-history-api-fallback@1.2.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/connect-history-api-fallback-7ef51061
77224 info lifecycle connect-history-api-fallback@1.2.0~install: connect-history-api-fallback@1.2.0
77225 silly lifecycle connect-history-api-fallback@1.2.0~install: no script for install, continuing
77226 silly install console-browserify@0.1.6 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/console-browserify-166494a6
77227 info lifecycle console-browserify@0.1.6~install: console-browserify@0.1.6
77228 silly lifecycle console-browserify@0.1.6~install: no script for install, continuing
77229 silly install console-stream@0.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/console-stream-e968b1ab
77230 info lifecycle console-stream@0.1.1~install: console-stream@0.1.1
77231 silly lifecycle console-stream@0.1.1~install: no script for install, continuing
77232 silly install convert-source-map@1.2.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/convert-source-map-28c382ce
77233 info lifecycle convert-source-map@1.2.0~install: convert-source-map@1.2.0
77234 silly lifecycle convert-source-map@1.2.0~install: no script for install, continuing
77235 silly install cookie@0.1.5 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/cookie-381c763b
77236 info lifecycle cookie@0.1.5~install: cookie@0.1.5
77237 silly lifecycle cookie@0.1.5~install: no script for install, continuing
77238 silly install core-util-is@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/core-util-is-fcd6105c
77239 info lifecycle core-util-is@1.0.2~install: core-util-is@1.0.2
77240 silly lifecycle core-util-is@1.0.2~install: no script for install, continuing
77241 silly install create-error-class@3.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/create-error-class-894df58c
77242 info lifecycle create-error-class@3.0.2~install: create-error-class@3.0.2
77243 silly lifecycle create-error-class@3.0.2~install: no script for install, continuing
77244 silly install ctype@0.5.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ctype-2058184f
77245 info lifecycle ctype@0.5.3~install: ctype@0.5.3
77246 silly lifecycle ctype@0.5.3~install: no script for install, continuing
77247 silly install deap@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/deap-46063e26
77248 info lifecycle deap@1.0.0~install: deap@1.0.0
77249 silly lifecycle deap@1.0.0~install: no script for install, continuing
77250 silly install decamelize@1.2.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/decamelize-27c26292
77251 info lifecycle decamelize@1.2.0~install: decamelize@1.2.0
77252 silly lifecycle decamelize@1.2.0~install: no script for install, continuing
77253 silly install object-assign@2.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/object-assign-5f2c6cfd
77254 info lifecycle object-assign@2.1.1~install: object-assign@2.1.1
77255 silly lifecycle object-assign@2.1.1~install: no script for install, continuing
77256 silly install object-assign@2.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/object-assign-d1b6b634
77257 info lifecycle object-assign@2.1.1~install: object-assign@2.1.1
77258 silly lifecycle object-assign@2.1.1~install: no script for install, continuing
77259 silly install object-assign@2.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/object-assign-43d171f1
77260 info lifecycle object-assign@2.1.1~install: object-assign@2.1.1
77261 silly lifecycle object-assign@2.1.1~install: no script for install, continuing
77262 silly install minimist@0.0.8 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/minimist-37138cd0
77263 info lifecycle minimist@0.0.8~install: minimist@0.0.8
77264 silly lifecycle minimist@0.0.8~install: no script for install, continuing
77265 silly install mkdirp@0.5.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/mkdirp-7d314be0
77266 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
77267 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
77268 silly install deep-extend@0.2.11 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/deep-extend-f8e31f19
77269 info lifecycle deep-extend@0.2.11~install: deep-extend@0.2.11
77270 silly lifecycle deep-extend@0.2.11~install: no script for install, continuing
77271 silly install defaults@1.0.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/defaults-f7704815
77272 info lifecycle defaults@1.0.3~install: defaults@1.0.3
77273 silly lifecycle defaults@1.0.3~install: no script for install, continuing
77274 silly install object-assign@3.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/object-assign-a29ee05d
77275 info lifecycle object-assign@3.0.0~install: object-assign@3.0.0
77276 silly lifecycle object-assign@3.0.0~install: no script for install, continuing
77277 silly install delayed-stream@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/delayed-stream-f3d34848
77278 info lifecycle delayed-stream@1.0.0~install: delayed-stream@1.0.0
77279 silly lifecycle delayed-stream@1.0.0~install: no script for install, continuing
77280 silly install combined-stream@1.0.5 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/combined-stream-8c04849f
77281 info lifecycle combined-stream@1.0.5~install: combined-stream@1.0.5
77282 silly lifecycle combined-stream@1.0.5~install: no script for install, continuing
77283 silly install delegates@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/delegates-bd1e5906
77284 info lifecycle delegates@1.0.0~install: delegates@1.0.0
77285 silly lifecycle delegates@1.0.0~install: no script for install, continuing
77286 silly install depd@1.1.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/depd-6175c6ba
77287 info lifecycle depd@1.1.0~install: depd@1.1.0
77288 silly lifecycle depd@1.1.0~install: no script for install, continuing
